-1	116	178
1281	-1.2345	-1.2345
1320	-1.2345	-1.2345
1640	-1.2345	-1.2345
1681	-1.2345	-1.2345
1688	-1.2345	-1.2345
2001	4.22879491	4.274688526
2017	3.895642958	3.890727671
2033	4.111508901	4.112517717
2056	4.328375176	4.432081169
2129	0.910387561	1.040205597
2305	0.968773545	1.071445178
2312	1.325055921	1.424778452
2321	2.502772307	2.557883796
2408	4.542476285	4.717620646
2680	0.959106386	1.060142554
2721	4.16412913	4.215418589
2728	4.665739702	4.745863432
2744	4.621718746	4.758844594
2776	4.237575589	4.412501835
2824	2.211062607	2.05370211
3064	1.816314719	1.868290628
3105	4.483482951	4.546567569
3153	4.568969154	4.53386958
3192	2.769778359	2.972063662
3208	1.16742839	1.331719856
3457	4.250688686	4.382728429
3480	3.675074552	3.829293516
3512	4.074654066	4.657217473
3521	4.721523745	4.800638036
3528	4.314994517	4.52714076
3784	1.527111779	1.606957174
3825	4.719035148	4.700966456
3848	4.022931824	4.16406519
3896	4.100777357	4.226598927
3953	0.870325074	0.988201375
4184	3.720902315	3.779822708
4296	1.12756738	1.216536425
4513	0.848222314	0.924101046
4545	2.942236147	2.896801691
4616	3.733391494	3.870892366
4881	0.869984333	0.957315412
4920	4.799282484	4.810451762
5240	0.912870655	1.030504507
5272	4.49138261	4.635021688
5281	4.403113682	4.434868668
5288	3.725162003	3.991317358
5320	4.485878629	4.765481824
5345	4.364868668	5.220245836
5624	1.097679806	1.191099607
5720	3.796674294	3.896089956
6056	5.197722993	5.364609809
6081	3.753442954	4.619282567
6113	0.536434629	1.62565742
6305	0.6464674	0.984664703
6321	0.525659474	0.916998101
6328	0.59772262	1.018018507
6353	0.994425849	3.52745972
6392	0.206798402	3.977367643
6408	0.540759138	4.332955412
6433	0.655546521	4.049192937
6440	0.403848901	3.821323411
6552	0.958964372	1.211428544
6680	0.828375339	1.087714266
6689	0.513792969	0.825358376
6696	0.602816501	0.99361067
6776	1.453309798	4.219508001
6777	-1.2345	-1.2345
6785	1.46999715	4.32857204
6801	1.539056596	4.002776952
6808	1.554134265	4.007134273
6824	1.841155031	3.813713618
6889	0.422035389	0.723692857
7056	0.655216789	0.985471115
7057	0.511313079	0.870867613
7081	1.124905965	2.550929103
7089	2.291958449	3.936352691
7128	-1.2345	-1.2345
7176	2.058686231	3.932181437
7224	0.879176603	1.094430515
7232	0.895967658	1.236675428
7241	0.51890095	0.981828731
7456	2.763768454	4.599619715
7472	3.619519618	5.3997806
7473	2.827168066	4.680405643
7513	3.620019453	4.656985309
7520	4.090451103	5.671437774
7521	3.464861338	4.98581365
7537	3.161567501	4.721797499
7553	3.05952212	4.531148566
7576	1.327702545	2.083150707
7577	1.218742779	1.759615815
7616	0.792224444	1.162152173
7824	1.449457699	2.330978342
7840	2.287915504	5.237307494
7849	3.43247486	5.074881337
7857	3.189205519	4.787085144
7881	-1.2345	-1.2345
7913	4.124137139	4.930951509
7920	3.516914498	4.432507772
7921	2.606612161	3.712907099
7928	3.293146094	4.236361086
7929	3.32565691	4.226648125
8168	0.585037554	0.953266596
8176	1.11578284	1.669791122
8177	1.070845885	1.754269096
8184	2.20150343	3.026662496
8209	3.344732572	4.4766963
8216	3.553256017	4.434303592
8232	3.209069032	4.273004267
8280	-1.2345	-1.2345
8289	2.8812182	3.486595429
8296	2.68108972	3.043036881
8528	0.631841907	0.947341055
8600	3.07363865	3.918351976
8609	3.033565223	3.6103085
8673	2.109282549	1.862165223
8680	1.493896923	1.478445537
8904	0.784537352	1.288820955
8936	-1.2345	-1.2345
8937	3.68648249	4.738455756
8953	4.090567672	5.172557475
8961	3.57399958	4.418065123
8993	3.819462946	4.514591202
9032	2.045413609	1.773081184
9040	1.378490636	1.647247262
9048	0.946893796	1.108593405
9240	0.619988828	0.973668292
9241	0.441649049	0.727297262
9248	0.675658891	1.091961195
9249	0.525111007	0.92139763
9297	3.687744022	4.709132443
9305	5.034125619	5.609013669
9337	4.331196191	4.954439044
9352	3.254349077	3.415742953
9633	2.184474797	2.684458578
9656	3.689870025	3.842410894
9672	3.032752029	3.277788498
9713	3.204019835	3.536608988
9720	4.144027044	4.211116083
9721	4.147794419	4.354474565
9729	3.628593377	3.727680995
9992	0.796397517	1.054855119
10049	2.928239578	3.741226689
10104	3.23021957	3.347685278
10105	3.872536715	3.790937478
10153	0.834015875	1.025003599
10369	0.87997197	1.314264713
10393	2.841299253	2.779661127
10465	2.59992276	2.66303942
10472	3.241496555	2.843303921
10481	2.862432681	2.633409486
10680	1.058768764	1.419302853
10721	1.609551279	2.480148661
10728	2.541546635	3.077151407
10737	3.618962704	3.776777577
10760	3.251301595	3.616975478
10769	3.031850582	3.544815469
10833	3.093851055	2.954048872
10872	0.892534839	1.121391909
10905	0.823178255	0.960642845
11184	3.835265201	3.708381468
11225	1.589119617	1.257725348
11465	4.285544305	4.154660542
11536	4.040233783	4.303681438
11568	4.339561349	4.238398305
11593	2.17681637	1.692755979
